,estimated_frequency
Strep_C100659,0.007142857142857143
Strep_C10065,0.007142857142857143
Strep_C100660,0.007142857142857143
Strep_C100661,0.007142857142857143
Strep_C100662,0.007142857142857143
Strep_C100663,0.13155967612704864
Strep_C100664,0.007142857142857143
Strep_C100665,0.2876362248686909
Strep_C100666,0.007142857142857143
Strep_C100667,0.014285714285714285
Strep_C100668,0.007142857142857143
Strep_C100669,0.007142857142857143
Strep_C10066,0.02857142857142857
Strep_C100670,0.007142857142857143
Strep_C100671,0.05714285714285714
Strep_C100672,0.014285714285714285
Strep_C100673,0.007142857142857143
Strep_C100674,0.007142857142857143
Strep_C100675,0.07857142857142857
Strep_C100676,0.007142857142857143
Strep_C100677,0.007142857142857143
Strep_C100678,0.007142857142857143
Strep_C100679,0.007142857142857143
Strep_C10067,0.12993657795234453
Strep_C100680,0.007142857142857143
Strep_C100681,0.007142857142857143
Strep_C100682,0.007142857142857143
Strep_C100683,0.9865382230659065
Strep_C100684,0.007142857142857143
Strep_C100685,0.007142857142857143
Strep_C100686,0.007142857142857143
Strep_C100687,0.99999999
Strep_C100688,0.007142857142857143
Strep_C100689,0.007142857142857143
Strep_C10068,0.014285714285714285
Strep_C100690,0.007142857142857143
Strep_C100691,0.007142857142857143
Strep_C100692,0.007142857142857143
Strep_C100693,0.007142857142857143
Strep_C100694,0.03571428571428571
Strep_C100695,0.007142857142857143
Strep_C100696,0.12306975997232833
Strep_C100697,0.007142857142857143
Strep_C100698,0.007142857142857143
Strep_C100699,0.014285714285714285
Strep_C10069,0.02142857142857143
Strep_C1006,0.007142857142857143
Strep_C100700,0.02142857142857143
Strep_C100701,0.007142857142857143
Strep_C100702,0.16258218105535494
Strep_C100703,0.007142857142857143
Strep_C100704,0.1
Strep_C100705,0.014285714285714285
Strep_C100706,0.007142857142857143
Strep_C100707,0.007142857142857143
Strep_C100708,0.007142857142857143
Strep_C100709,0.02142857142857143
Strep_C10070,0.007142857142857143
Strep_C100710,0.007142857142857143
Strep_C100711,0.014285714285714285
Strep_C100712,0.007142857142857143
Strep_C100713,0.007142857142857143
Strep_C100714,0.007142857142857143
Strep_C100715,0.007142857142857143
Strep_C100716,0.007142857142857143
Strep_C100717,0.014285714285714285
Strep_C100718,0.007142857142857143
Strep_C100719,0.007142857142857143
Strep_C10071,0.007142857142857143
Strep_C100720,0.014285714285714285
Strep_C100721,0.014285714285714285
Strep_C100722,0.02142857142857143
Strep_C100723,0.007142857142857143
Strep_C100724,0.007142857142857143
Strep_C100725,0.458889527122405
Strep_C100726,0.03571428571428571
Strep_C100727,0.03571428571428571
Strep_C100728,0.02142857142857143
Strep_C100729,0.007142857142857143
Strep_C10072,0.007142857142857143
Strep_C100730,0.11427508760089672
Strep_C100731,0.04285714285714286
Strep_C100732,0.014285714285714285
Strep_C100733,0.04285714285714286
Strep_C100734,0.04285714285714286
Strep_C100735,0.007142857142857143
Strep_C100736,0.014285714285714285
Strep_C100737,0.05
Strep_C100738,0.03571428571428571
Strep_C100739,0.007142857142857143
Strep_C10073,0.007142857142857143
Strep_C100740,0.007142857142857143
Strep_C100741,0.007142857142857143
Strep_C100742,0.07142857142857142
