gene	product	strains_missing	missing_percentage
Strep_C9095	FecCD family ABC transporter permease	1	11.11111111111111
Strep_C2434	phosphatidylglycerol lysyltransferase domain-containing protein	1	11.11111111111111
Strep_C28353	DUF4287 domain-containing protein	1	11.11111111111111
Strep_C13550	hypothetical protein	1	11.11111111111111
Strep_C21712	flavin reductase family protein	1	11.11111111111111
Strep_C4918	D-alanyl-D-alanine carboxypeptidase family protein	1	11.11111111111111
Strep_C19901	hypothetical protein	1	11.11111111111111
Strep_C6472	extracellular solute-binding protein	1	11.11111111111111
Strep_C17739	hypothetical protein	1	11.11111111111111
Strep_C10922	carbohydrate kinase family protein	1	11.11111111111111
Strep_C12595	MaoC/PaaZ C-terminal domain-containing protein	1	11.11111111111111
Strep_C14580	ABC transporter permease	1	11.11111111111111
Strep_C20713	YciI family protein	1	11.11111111111111
Strep_C7285	ROK family transcriptional regulator	1	11.11111111111111
Strep_C13227	ABC transporter permease subunit	1	11.11111111111111
Strep_C2676	glycoside hydrolase family 15 protein	1	11.11111111111111
Strep_C18421	TetR/AcrR family transcriptional regulator	1	11.11111111111111
Strep_C20351	YbjN domain-containing protein	1	11.11111111111111
Strep_C18310	2-phospho-L-lactate guanylyltransferase	1	11.11111111111111
Strep_C24706	VOC family protein	1	11.11111111111111
Strep_C819	PQQ-dependent sugar dehydrogenase	1	11.11111111111111
Strep_C17442	DUF4230 domain-containing protein	1	11.11111111111111
Strep_C19883	alkaline shock response membrane anchor protein AmaP	1	11.11111111111111
Strep_C8148	dihydrofolate reductase family protein	1	11.11111111111111
Strep_C6264	iron uptake transporter deferrochelatase/peroxidase subunit	1	11.11111111111111
Strep_C792	glycoside hydrolase family 48 protein	1	11.11111111111111
Strep_C11379	ABC transporter permease	1	11.11111111111111
Strep_C24742	hypothetical protein	1	11.11111111111111
Strep_C4689	peptidoglycan D,D-transpeptidase FtsI family protein	1	11.11111111111111
Strep_C18153	helix-turn-helix domain-containing protein	1	11.11111111111111
Strep_C9503	siderophore-binding protein DesE	1	11.11111111111111
Strep_C13465	16S rRNA (cytidine(1402)-2'-O)-methyltransferase	1	11.11111111111111
Strep_C20537	hypothetical protein	1	11.11111111111111
Strep_C10923	M28 family metallopeptidase	1	11.11111111111111
Strep_C24162	spore wall synthesis regulator SsgD	1	11.11111111111111
Strep_C3653	TROVE domain-containing protein	1	11.11111111111111
Strep_C10200	LacI family DNA-binding transcriptional regulator	1	11.11111111111111
Strep_C29515	hypothetical protein	1	11.11111111111111
Strep_C15876	LamB/YcsF family protein	1	11.11111111111111
Strep_C24461	cytidine deaminase	1	11.11111111111111
Strep_C3225	M4 family metallopeptidase	1	11.11111111111111
Strep_C22681	DUF5709 domain-containing protein	1	11.11111111111111
Strep_C18158	peptide deformylase	1	11.11111111111111
Strep_C14823	polyphosphate kinase 2	1	11.11111111111111
Strep_C2692	DEAD/DEAH box helicase	1	11.11111111111111
Strep_C19605	2'-5' RNA ligase family protein	1	11.11111111111111
Strep_C15569	dienelactone hydrolase family protein	1	11.11111111111111
Strep_C2951	ThuA domain-containing protein	1	11.11111111111111
Strep_C22228	phage holin family protein	1	11.11111111111111
Strep_C6787	Gfo/Idh/MocA family protein	1	11.11111111111111
Strep_C11638	hydroxymethylbilane synthase	1	11.11111111111111
Strep_C5295	ferredoxin reductase family protein	1	11.11111111111111
Strep_C5422	ABC transporter substrate-binding protein	1	11.11111111111111
Strep_C4198	sugar ABC transporter ATP-binding protein	1	11.11111111111111
Strep_C7890	dihydrodipicolinate synthase family protein	1	11.11111111111111
Strep_C17845	DUF3105 domain-containing protein	1	11.11111111111111
Strep_C10580	dihydroxyacetone kinase subunit DhaK	1	11.11111111111111
Strep_C16907	pentapeptide repeat-containing protein	1	11.11111111111111
Strep_C10276	signal peptidase I	1	11.11111111111111
Strep_C9624	FecCD family ABC transporter permease	1	11.11111111111111
Strep_C1372	1,4-alpha-glucan branching enzyme	1	11.11111111111111
Strep_C15532	GvpL/GvpF family gas vesicle protein	1	11.11111111111111
Strep_C3070	phenylacetic acid degradation protein PaaN	1	11.11111111111111
Strep_C18470	HNH endonuclease family protein	1	11.11111111111111
Strep_C12942	ABC transporter ATP-binding protein	1	11.11111111111111
Strep_C13124	universal stress protein	1	11.11111111111111
Strep_C22850	DUF3093 domain-containing protein	1	11.11111111111111
Strep_C15827	hypothetical protein	1	11.11111111111111
Strep_C1825	acetate--CoA ligase family protein	1	11.11111111111111
Strep_C20657	DUF1697 domain-containing protein	1	11.11111111111111
Strep_C14232	EI24 domain-containing protein	1	11.11111111111111
Strep_C20879	DoxX family protein	1	11.11111111111111
Strep_C7394	sensor histidine kinase	1	11.11111111111111
Strep_C21126	DUF1990 family protein	1	11.11111111111111
Strep_C4299	LCP family protein	1	11.11111111111111
Strep_C3920	TldD/PmbA family protein	1	11.11111111111111
Strep_C17632	SurA N-terminal domain-containing protein	1	11.11111111111111
Strep_C14915	MIP/aquaporin family protein	1	11.11111111111111
Strep_C28229	DUF6213 family protein	1	11.11111111111111
Strep_C17931	GTP cyclohydrolase II	1	11.11111111111111
Strep_C1711	elongation factor G-like protein EF-G2	1	11.11111111111111
Strep_C4630	ubiquitin-like domain-containing protein	1	11.11111111111111
Strep_C1362	glycoside hydrolase family 31 protein	1	11.11111111111111
Strep_C29168	hypothetical protein	1	11.11111111111111
Strep_C12316	hypothetical protein	1	11.11111111111111
Strep_C16580	DUF2470 domain-containing protein	1	11.11111111111111
Strep_C27773	hypothetical protein	1	11.11111111111111
Strep_C5207	OFA family MFS transporter	1	11.11111111111111
Strep_C1576	molybdopterin oxidoreductase family protein	1	11.11111111111111
Strep_C5169	hemolysin family protein	1	11.11111111111111
Strep_C14271	serine hydrolase domain-containing protein	1	11.11111111111111
Strep_C8003	ABC transporter ATP-binding protein	1	11.11111111111111
Strep_C24646	6-pyruvoyl trahydropterin synthase family protein	1	11.11111111111111
Strep_C12087	sugar ABC transporter permease	1	11.11111111111111
Strep_C30359	SGM_5486 family transporter-associated protein	1	11.11111111111111
Strep_C5078	ABC1 kinase family protein	1	11.11111111111111
Strep_C2863	ABC transporter ATP-binding protein	1	11.11111111111111
Strep_C6685	glycoside hydrolase family 10 protein	1	11.11111111111111
Strep_C11284	AurF N-oxygenase family protein	1	11.11111111111111
Strep_C2954	sensor histidine kinase	1	11.11111111111111
Strep_C17453	MmyB family transcriptional regulator	1	11.11111111111111
Strep_C18605	TetR/AcrR family transcriptional regulator	1	11.11111111111111
Strep_C16052	PIG-L deacetylase family protein	1	11.11111111111111
Strep_C16088	polysaccharide deacetylase family protein	1	11.11111111111111
Strep_C7251	glucose-1-phosphate adenylyltransferase	1	11.11111111111111
Strep_C3773	FAD-binding oxidoreductase	1	11.11111111111111
Strep_C19482	SigE family RNA polymerase sigma factor	1	11.11111111111111
Strep_C1196	aminopeptidase N	1	11.11111111111111
Strep_C15182	carbon-nitrogen hydrolase family protein	1	11.11111111111111
Strep_C4744	amino acid permease	1	11.11111111111111
Strep_C7864	SPFH domain-containing protein	1	11.11111111111111
Strep_C19313	DUF1349 domain-containing protein	1	11.11111111111111
Strep_C6912	ROK family protein	1	11.11111111111111
Strep_C19075	dihydroxyacetone kinase subunit DhaL	1	11.11111111111111
Strep_C3160	FAD-dependent monooxygenase	1	11.11111111111111
Strep_C22360	DUF456 domain-containing protein	1	11.11111111111111
Strep_C17820	MOSC domain-containing protein	1	11.11111111111111
Strep_C9923	6-phosphofructokinase	1	11.11111111111111
Strep_C24812	VOC family protein	1	11.11111111111111
Strep_C13674	DUF6807 domain-containing protein	1	11.11111111111111
Strep_C10401	carbohydrate ABC transporter permease	1	11.11111111111111
Strep_C23365	MarR family winged helix-turn-helix transcriptional regulator	1	11.11111111111111
Strep_C1198	ATP-binding SpoIIE family protein phosphatase	1	11.11111111111111
Strep_C10041	alcohol dehydrogenase AdhP	1	11.11111111111111
Strep_C20915	sigma-70 family RNA polymerase sigma factor	1	11.11111111111111
Strep_C21766	cysteine dioxygenase	1	11.11111111111111
Strep_C9869	LacI family DNA-binding transcriptional regulator	1	11.11111111111111
Strep_C25771	histidine triad nucleotide-binding protein	1	11.11111111111111
Strep_C1736	excinuclease ABC subunit UvrC	1	11.11111111111111
Strep_C4145	aldehyde dehydrogenase	1	11.11111111111111
Strep_C15923	(Fe-S)-binding protein	1	11.11111111111111
Strep_C19863	TMEM165/GDT1 family protein	1	11.11111111111111
Strep_C15738	uracil-DNA glycosylase	1	11.11111111111111
Strep_C6760	FAD-binding protein	1	11.11111111111111
Strep_C13225	SCO1664 family protein	1	11.11111111111111
Strep_C9272	RNase adapter RapZ	1	11.11111111111111
Strep_C22843	ATP-binding protein	1	11.11111111111111
Strep_C16067	DUF5324 family protein	1	11.11111111111111
Strep_C17486	TetR/AcrR family transcriptional regulator	1	11.11111111111111
Strep_C20534	lipoprotein	1	11.11111111111111
Strep_C17085	histidine phosphatase family protein	1	11.11111111111111
Strep_C13290	tyrosinase family protein	1	11.11111111111111
Strep_C12807	biotin--[acetyl-CoA-carboxylase] ligase	1	11.11111111111111
Strep_C21007	NUDIX hydrolase family protein	1	11.11111111111111
Strep_C10418	proline racemase family protein	1	11.11111111111111
Strep_C24355	hypothetical protein	1	11.11111111111111
Strep_C19403	protocatechuate 3,4-dioxygenase subunit alpha	1	11.11111111111111
Strep_C6806	S41 family peptidase	1	11.11111111111111
Strep_C13136	5-oxoprolinase subunit C family protein	1	11.11111111111111
Strep_C29032	sulfur carrier protein ThiS	1	11.11111111111111
Strep_C28659	I78 family peptidase inhibitor	1	11.11111111111111
Strep_C10958	helix-turn-helix transcriptional regulator	1	11.11111111111111
Strep_C17642	class F sortase	1	11.11111111111111
Strep_C13012	MHYT domain-containing protein	1	11.11111111111111
Strep_C8906	ABC transporter ATP-binding protein	1	11.11111111111111
Strep_C14901	RNA polymerase sigma factor SigF	1	11.11111111111111
Strep_C6208	vWA domain-containing protein	1	11.11111111111111
Strep_C1962	M4 family metallopeptidase	1	11.11111111111111
Strep_C22285	cation:proton antiporter regulatory subunit	1	11.11111111111111
Strep_C12951	carbohydrate ABC transporter permease	1	11.11111111111111
Strep_C5361	radical SAM protein	1	11.11111111111111
Strep_C14363	hypothetical protein	1	11.11111111111111
Strep_C27593	protealysin inhibitor emfourin	1	11.11111111111111
Strep_C9580	LLM class flavin-dependent oxidoreductase	1	11.11111111111111
Strep_C1628	bifunctional glycosyltransferase/CDP-glycerol:glycerophosphate glycerophosphotransferase	1	11.11111111111111
Strep_C15448	dimethylargininase	1	11.11111111111111
Strep_C5205	NAD(P)/FAD-dependent oxidoreductase	1	11.11111111111111
Strep_C15403	succinate dehydrogenase/fumarate reductase iron-sulfur subunit	1	11.11111111111111
Strep_C28356	SCO5555 family protein	1	11.11111111111111
Strep_C23625	alternative ribosome rescue aminoacyl-tRNA hydrolase ArfB	1	11.11111111111111
Strep_C905	SpoIIE family protein phosphatase	1	11.11111111111111
Strep_C9317	YncE family protein	1	11.11111111111111
Strep_C8858	helix-turn-helix transcriptional regulator	1	11.11111111111111
Strep_C3420	bifunctional glycosyltransferase family 2/GtrA family protein	1	11.11111111111111
Strep_C21429	nuclear transport factor 2 family protein	1	11.11111111111111
Strep_C9003	hemolysin family protein	1	11.11111111111111
Strep_C22436	anthrone oxygenase family protein	1	11.11111111111111
Strep_C1607	MMPL family transporter	1	11.11111111111111
Strep_C22348	NUDIX hydrolase	1	11.11111111111111
