TermID	Name	Value	LogSize	Frequency	Uniqueness	Dispensability	Representative
"GO:0000103"	"sulfate assimilation"	1	4.645127399258391	0.10871549816971335	0.8329209194360407	0.11237309	null
"GO:0000105"	"L-histidine biosynthetic process"	7	5.04917148862561	0.27563953210468173	0.5985721243936688	0.40483449	null
"GO:0000162"	"tryptophan biosynthetic process"	4	4.933962827883625	0.21141298839211184	0.6085911660440195	0.80683308	105
"GO:0006572"	"tyrosine catabolic process"	1	4.270655548952985	0.04589930969387612	0.6396570909690602	0.74092926	105
"GO:0009073"	"aromatic amino acid family biosynthetic process"	2	5.48127203050035	0.745494579583934	0.586297182634043	0.84028821	105
"GO:0009094"	"L-phenylalanine biosynthetic process"	1	4.198327117723478	0.03885737892198747	0.6470906800075339	0.70741349	105
"GO:0019441"	"tryptophan catabolic process to kynurenine"	1	4.509565403222792	0.07956569525762759	0.6180466208019783	0.86831204	105
"GO:0019556"	"L-histidine catabolic process to glutamate and formamide"	2	4.24440083380137	0.04320658957348249	0.6095124378732496	0.9672063	105
"GO:0019557"	"L-histidine catabolic process to glutamate and formate"	2	4.207661291196781	0.039701622981672124	0.6170472899529346	0.8285094	105
"GO:0000160"	"phosphorelay signal transduction system"	10	5.924751582914166	2.069783687934709	0.9187453898536587	0.25724632	null
"GO:0000716"	"transcription-coupled nucleotide-excision repair, DNA damage recognition"	1	3.9451730461739003	0.02169190349271398	0.7702592841103738	0.55821782	null
"GO:0000902"	"cell morphogenesis"	1	5.360402160724579	0.5643833072815533	0.9933680111013948	0.68061426	null
"GO:0000917"	"division septum assembly"	4	4.592731766393962	0.09635950639240434	0.9332583181023646	0.47316826	null
"GO:0043093"	"FtsZ-dependent cytokinesis"	2	4.611468390479829	0.1006078015732082	0.9755753432873163	0.82217502	917
"GO:0000967"	"rRNA 5'-end processing"	1	4.257606586392311	0.04454064286896087	0.7015644113899365	0.6130234	null
"GO:0002181"	"cytoplasmic translation"	2	5.185799878745934	0.37754692803215667	0.7496361025419227	0.4591912	null
"GO:0002949"	"tRNA threonylcarbamoyladenosine modification"	2	4.542339840842044	0.08580276361693058	0.6971901912141547	0.63625529	null
"GO:0005975"	"carbohydrate metabolic process"	9	6.322974310459075	5.177832504046095	0.8891540580263549	0.12158858	null
"GO:0005993"	"trehalose catabolic process"	1	3.898121575541108	0.019464379078677197	0.8450175511407243	0.31069552	null
"GO:0005992"	"trehalose biosynthetic process"	1	4.3949592284862	0.06111047088586209	0.8267216194360669	0.89169242	5993
"GO:0006002"	"fructose 6-phosphate metabolic process"	2	4.649763099462267	0.109882179465021	0.7827498946135655	0.40294827	null
"GO:0006011"	"UDP-glucose metabolic process"	1	4.296840627340024	0.04875201775560941	0.6583261206714545	0.69011141	null
"GO:0006065"	"UDP-glucuronate biosynthetic process"	1	4.07459704459004	0.029223643500396353	0.5921156217092555	0.49770177	null
"GO:0006071"	"glycerol metabolic process"	3	4.863810423971668	0.17987813447759335	0.7362847012922923	0.45686356	null
"GO:0006021"	"inositol biosynthetic process"	1	3.9947569445876283	0.024315705730684374	0.7297794910947742	0.7224467	6071
"GO:0019563"	"glycerol catabolic process"	1	4.623166559760084	0.10335467145836294	0.6937674606549	0.93272843	6071
"GO:0046327"	"glycerol biosynthetic process from pyruvate"	1	3.6946929263314843	0.012183697071250901	0.6624254520120353	0.8026707	6071
"GO:0006094"	"gluconeogenesis"	4	5.016272658165155	0.25553027855475857	0.6723193357213766	0.43995819	null
"GO:0000271"	"polysaccharide biosynthetic process"	2	5.492254581401756	0.7645872943681143	0.7315613269797414	0.80805893	6094
"GO:0006006"	"glucose metabolic process"	1	5.290513185087556	0.4804905535489239	0.7298225402053348	0.85960511	6094
"GO:0019853"	"L-ascorbic acid biosynthetic process"	1	4.054881054862772	0.027926510499073274	0.6685949859760106	0.81875605	6094
"GO:0006097"	"glyoxylate cycle"	1	4.278913574715962	0.046780474047716084	0.7065095543747943	0.50050081	null
"GO:0006098"	"pentose-phosphate shunt"	3	4.939973277254615	0.21435922786570524	0.582791100077916	0.63327987	null
"GO:0006096"	"glycolytic process"	3	5.226434919292073	0.4145779830699283	0.4768312987360256	0.77390956	6098
"GO:0006740"	"NADPH regeneration"	1	5.0338739015808995	0.26609932809495074	0.5899284733363536	0.9374459	6098
"GO:0009052"	"pentose-phosphate shunt, non-oxidative branch"	1	4.490253530765665	0.07610503301880361	0.6034249171329545	0.88747436	6098
"GO:0009146"	"purine nucleoside triphosphate catabolic process"	1	4.499975600182359	0.07782798007938455	0.6271840679782446	0.77769884	6098
"GO:0061621"	"canonical glycolysis"	1	4.120376479744434	0.032472629386063254	0.5387894653590604	0.80814855	6098
"GO:0006099"	"tricarboxylic acid cycle"	11	5.302270305083983	0.4936760212682554	0.8237549518919103	0.13254999	null
"GO:0009060"	"aerobic respiration"	3	5.6422408851035115	1.0799752151603983	0.8200249362129507	0.86491547	6099
"GO:0019646"	"aerobic electron transport chain"	2	5.05577192349387	0.27986075240310504	0.8371824850081678	0.91664153	6099
"GO:0022900"	"electron transport chain"	2	5.5178896866418805	0.8110773287684753	0.8281635250238505	0.71650568	6099
"GO:0022904"	"respiratory electron transport chain"	1	5.426678765880336	0.6574322939646986	0.8264023737892459	0.89415749	6099
"GO:0042773"	"ATP synthesis coupled electron transport"	3	5.152022181008303	0.3492955189445167	0.8343472346293643	0.81679552	6099
"GO:0045333"	"cellular respiration"	1	5.735782478045267	1.3395396511898598	0.8173005653119974	0.93315281	6099
"GO:0006103"	"2-oxoglutarate metabolic process"	2	3.358315640082196	0.005614346064550162	0.7582240307785874	0.3018411	null
"GO:0006106"	"fumarate metabolic process"	1	4.029708362514895	0.02635370596805725	0.7353158029467907	0.48356797	null
"GO:0006107"	"oxaloacetate metabolic process"	2	4.411030146797094	0.06341429724115318	0.7202693071606664	0.64841077	null
"GO:0006108"	"malate metabolic process"	1	4.516773278301586	0.0808972872001623	0.7157901847750748	0.66036972	null
"GO:0006139"	"nucleobase-containing compound metabolic process"	1	6.873482138619112	18.39314412781983	0.8716404594366888	0.16383799	null
"GO:0006166"	"purine ribonucleoside salvage"	5	4.662086989741682	0.11304501799765886	0.5731296476900305	0.62088936	null
"GO:0006178"	"guanine salvage"	1	3.9955913242523535	0.024362471436614425	0.6498423799008578	0.81829875	6166
"GO:0009116"	"nucleoside metabolic process"	1	5.280778627725314	0.46984027936159006	0.6271117111125024	0.84147352	6166
"GO:0010125"	"mycothiol biosynthetic process"	1	3.7746629225378223	0.014647511367881639	0.7416610657072836	0.74235245	6166
"GO:0032264"	"IMP salvage"	2	4.274504222655883	0.04630789428252817	0.6023148742676202	0.89805488	6166
"GO:0044208"	"'de novo' AMP biosynthetic process"	1	4.405517106976376	0.06261435753445488	0.6053635427558806	0.88581796	6166
"GO:0044209"	"AMP salvage"	2	4.3870337012823635	0.06000532341414661	0.5953888677847513	0.87022954	6166
"GO:0006183"	"GTP biosynthetic process"	2	4.511509038309229	0.07992259143446222	0.6005504339977462	0.69570413	null
"GO:0042777"	"proton motive force-driven plasma membrane ATP synthesis"	1	4.275955981753744	0.04646295951798045	0.6137328803537553	0.73113013	6183
"GO:0006189"	"'de novo' IMP biosynthetic process"	6	5.104217300599368	0.31288718620149786	0.5618799053738116	0.28859971	null
