alpha,beta,cutoff,loglikelihood,mae,mae_normalized,mae_max,mae_relative,ks_pvalue,sw_pvalue,dwstat
1e-08,101.27824444674903,0,-1.32414437814532e-06,2.942546275062603e-07,3.26949586118067e-08,1.9008696867329477e-10,1471.2746332612505,0.0,0.0016955487632464683,2.444454065622403
