,estimated_frequency
Strep_C10440,0.23305302815717163
Strep_C10441,0.1160600458814914
Strep_C10442,0.351325490499599
Strep_C10443,0.35245843672205746
Strep_C10444,0.2337017810381666
Strep_C10445,0.11634201451864289
Strep_C10446,0.3524582818100281
Strep_C10447,0.47311830745470035
Strep_C10448,0.2337017810381666
Strep_C10449,0.11634201451864289
Strep_C1044,0.23305302815717163
Strep_C10450,0.11634201451864289
Strep_C10451,0.11634201451864289
Strep_C10452,0.11634201451864289
Strep_C10453,0.47311651524910325
Strep_C10454,0.11634201451864289
Strep_C10455,0.47311830745470035
Strep_C10456,0.5967214293920762
Strep_C10457,0.23370178103816636
Strep_C10458,0.11634201451864289
Strep_C10459,0.5967214293920762
Strep_C1045,0.11634201451864289
Strep_C10460,0.11634201451864289
Strep_C10461,0.23370228693111114
Strep_C10462,0.1163415109155265
Strep_C10463,0.1163415109155265
Strep_C10464,0.47311651524910325
Strep_C10465,0.1163415109155265
Strep_C10466,0.99999999
Strep_C10467,0.1163415109155265
Strep_C10468,0.47311651524910325
Strep_C10469,0.1163415109155265
Strep_C1046,0.35245843672205746
Strep_C10470,0.99999999
Strep_C10471,0.11634201451864289
Strep_C10472,0.47311830745470035
Strep_C10473,0.2337017810381666
Strep_C10474,0.11634201451864289
Strep_C10475,0.47311830745470035
Strep_C10476,0.5967214293920762
Strep_C10477,0.35245843672205746
Strep_C10478,0.99999999
Strep_C10479,0.11634201451864289
Strep_C1047,0.11634201451864289
Strep_C10480,0.11634201451864289
Strep_C10481,0.11634201451864289
Strep_C10482,0.471274539360154
Strep_C10483,0.351325490499599
Strep_C10484,0.11634201451864289
Strep_C10485,0.23370228693111114
Strep_C10486,0.11634201451864289
Strep_C10487,0.44444989529753154
Strep_C10488,0.11634201451864289
Strep_C10489,0.5936427844819077
Strep_C1048,0.11136757272179186
Strep_C10490,0.99999999
Strep_C10491,0.99999999
Strep_C10492,0.334259100712907
Strep_C10493,0.11136757272179186
Strep_C10494,0.99999999
Strep_C10495,0.11136757272179186
Strep_C10496,0.7847940789287989
Strep_C10497,0.23305302815717163
Strep_C10498,0.1160600458814914
Strep_C10499,0.7778659244097796
Strep_C1049,0.4712762061295706
Strep_C104,0.11136757272179186
Strep_C10500,0.99999999
Strep_C10501,0.23305302815717163
Strep_C10502,0.11634201451864289
Strep_C10503,0.2337017810381666
Strep_C10504,0.47311830745470035
Strep_C10505,0.7198634438443039
Strep_C10506,0.11634201451864289
Strep_C10507,0.11634201451864289
Strep_C10508,0.99999999
Strep_C10509,0.11634201451864289
Strep_C1050,0.23305302815717163
Strep_C10510,0.11634201451864289
Strep_C10511,0.99999999
Strep_C10512,0.11634201451864289
Strep_C10513,0.11634201451864289
Strep_C10514,0.11634201451864289
Strep_C10515,0.11634201451864289
Strep_C10516,0.35245843672205746
Strep_C10517,0.11634201451864289
Strep_C10518,0.11634201451864289
Strep_C10519,0.1163415109155265
Strep_C1051,0.11634201451864289
Strep_C10520,0.3524582818100281
Strep_C10521,0.1163415109155265
Strep_C10522,0.1163415109155265
Strep_C10523,0.1163415109155265
Strep_C10524,0.1163415109155265
Strep_C10525,0.23370228693111114
Strep_C10526,0.1163415109155265
Strep_C10527,0.1163415109155265
Strep_C10528,0.1163415109155265
Strep_C10529,0.1163415109155265
Strep_C1052,0.11634201451864289
Strep_C10530,0.1163415109155265
Strep_C10531,0.1163415109155265
Strep_C10532,0.1163415109155265
Strep_C10533,0.11634201451864289
Strep_C10534,0.2337017810381666
Strep_C10535,0.11634201451864289
Strep_C10536,0.11634201451864289
Strep_C10537,0.99999999
Strep_C10538,0.7778659244097796
Strep_C10539,0.11634201451864289
Strep_C1053,0.11634201451864289
Strep_C10540,0.11634201451864289
Strep_C10541,0.11634201451864289
Strep_C10542,0.11634201451864289
Strep_C10543,0.23370228693111114
Strep_C10544,0.11634201451864289
Strep_C10545,0.11136757272179186
Strep_C10546,0.11136757272179186
Strep_C10547,0.11136757272179186
Strep_C10548,0.11136757272179186
Strep_C10549,0.99999999
Strep_C1054,0.99999999
Strep_C10550,0.5555546390366239
Strep_C10551,0.11136757272179186
Strep_C10552,0.22283322077504625
Strep_C10553,0.11136757272179186
Strep_C10554,0.11136757272179186
Strep_C10555,0.99999999
Strep_C10556,0.23305302815717163
Strep_C10557,0.333266628208235
Strep_C10558,0.5967214293920762
Strep_C10559,0.47311830745470035
Strep_C1055,0.11634201451864289
Strep_C10560,0.11634201451864289
Strep_C10561,0.5967242474384321
Strep_C10562,0.2337017810381666
Strep_C10563,0.8524331858472348
Strep_C10564,0.11634201451864289
Strep_C10565,0.11634201451864289
Strep_C10566,0.11634201451864289
Strep_C10567,0.11634201451864289
Strep_C10568,0.11634201451864289
Strep_C10569,0.23370228693111114
Strep_C1056,0.11634201451864289
Strep_C10570,0.11634201451864289
Strep_C10571,0.22283322077504625
Strep_C10572,0.11634201451864289
Strep_C10573,0.1163415109155265
Strep_C10574,0.1163415109155265
Strep_C10575,0.1163415109155265
Strep_C10576,0.1163415109155265
Strep_C10577,0.1163415109155265
Strep_C10578,0.1163415109155265
Strep_C10579,0.1163415109155265
Strep_C1057,0.11136757272179186
Strep_C10580,0.99999999
Strep_C10581,0.23370178103816636
Strep_C10582,0.47311830745470035
Strep_C10583,0.11634201451864289
Strep_C10584,0.11634201451864289
Strep_C10585,0.11634201451864289
