TermID	Name	Value	LogSize	Frequency	Uniqueness	Dispensability	Representative
"GO:0052689"	"carboxylic ester hydrolase activity"	1	5.751433081819347	1.2314992932399496	0.8706895903071935	0.62928167	null
"GO:0052717"	"tRNA-specific adenosine-34 deaminase activity"	1	4.125416197982755	0.0291330205598975	0.8981344024647492	0.52475121	null
"GO:0004000"	"adenosine deaminase activity"	1	4.353973902321006	0.049312444780790006	0.892497833052631	0.73589531	52717
"GO:0046936"	"2'-deoxyadenosine deaminase activity"	1	4.045518562884493	0.024237136457413787	0.8972550377886047	0.70415133	52717
"GO:0061522"	"1,4-dihydroxy-2-naphthoyl-CoA thioesterase activity"	1	3.8996563803056357	0.017322218563223687	0.9038702081033922	0.41936727	null
"GO:0047617"	"fatty acyl-CoA hydrolase activity"	1	4.724906367842255	0.1158510675984955	0.891035434352138	0.83474742	61522
"GO:0061599"	"molybdopterin molybdotransferase activity"	1	4.194653071952934	0.034168599973374944	0.8925061402146497	0.21701695	null
"GO:0061711"	"N(6)-L-threonylcarbamoyladenine synthase activity"	1	4.062995401186467	0.02523246554824418	0.8738143736445376	0.52382702	null
"GO:0070006"	"metalloaminopeptidase activity"	4	4.941630673329401	0.19082161207821374	0.882028715433116	0.55351492	null
"GO:0004177"	"aminopeptidase activity"	3	5.222986845806831	0.3647422742654193	0.8777397851241849	0.76434648	70006
"GO:0004180"	"carboxypeptidase activity"	2	5.3240868758355955	0.460348435465994	0.8754653631249418	0.82556862	70006
"GO:0004239"	"initiator methionyl aminopeptidase activity"	1	4.36776579101491	0.05090366168257807	0.8936099853533812	0.80800718	70006
"GO:0070573"	"metallodipeptidase activity"	1	4.288316310166292	0.042393161408131354	0.8943364280627096	0.78932672	70006
"GO:0070042"	"rRNA (uridine-N3-)-methyltransferase activity"	1	4.126423653737339	0.029200685476160088	0.8082225322363412	0.59214657	null
"GO:0000179"	"rRNA (adenine-N6,N6-)-dimethyltransferase activity"	1	4.263399331334003	0.04002925481740917	0.8050322444486425	0.72425751	70042
"GO:0070041"	"rRNA (uridine-C5-)-methyltransferase activity"	1	4.020734085411515	0.022892569089099042	0.8100425459780239	0.87696202	70042
"GO:0070063"	"RNA polymerase binding"	1	4.797869732706836	0.13704546556332692	0.9776944243060819	0.52047674	null
"GO:0070095"	"fructose-6-phosphate binding"	2	4.195567580659728	0.034240630368106095	0.9737125615509395	0.263812	null
"GO:0070180"	"large ribosomal subunit rRNA binding"	2	4.6427908604235375	0.095892100040265	0.9683190869147984	0.64713002	null
"GO:0070181"	"small ribosomal subunit rRNA binding"	2	4.691178777341954	0.10719432379535222	0.9680430360370521	0.46417408	null
"GO:0070284"	"4-amino-5-hydroxymethyl-2-methylpyrimidine phosphate synthase activity"	1	0.47712125471966244	4.365478468554356E-06	0.957283611573667	0.28878825	null
"GO:0070290"	"N-acylphosphatidylethanolamine-specific phospholipase D activity"	1	3.879153246184246	0.016523336003478238	0.8979971234624128	0.59122539	null
"GO:0070402"	"NADPH binding"	1	4.616065707908696	0.09016895776799023	0.9646804181477427	0.28335446	null
"GO:0070403"	"NAD+ binding"	4	4.883984906626505	0.16710178481932364	0.9628379874432205	0.30014562	null
"GO:0070967"	"coenzyme F420 binding"	1	4.284949321403674	0.042065750522989775	0.9622947898724648	0.26841743	null
"GO:0071949"	"FAD binding"	8	5.465228143669651	0.6371306687893369	0.9595685621234971	0.30578161	null
"GO:0097367"	"carbohydrate derivative binding"	4	6.848664424657691	15.405160165803492	0.982132857178534	0.07501469	null
"GO:0102559"	"protein-(glutamine-N5) methyltransferase activity"	1	3.9022749204745018	0.01742699004646899	0.8774537791916671	0.56737103	null
"GO:0102682"	"cytokinin riboside 5'-monophosphate phosphoribohydrolase activity"	1	3.5070458724273257	0.007013141159732573	0.9178487847731814	0.56126102	null
"GO:0102710"	"D-inositol-3-phosphate glycosyltransferase activity"	1	3.3613500243522663	0.005013752021134678	0.8895208720736726	0.39883612	null
"GO:0103039"	"protein methylthiotransferase activity"	1	3.7172543127625497	0.011380802367521207	0.8747181796081952	0.19832331	null
"GO:0035599"	"aspartic acid methylthiotransferase activity"	1	3.841359470454855	0.015146027546649338	0.8809674395433938	0.84883304	103039
"GO:0106141"	"flavin prenyltransferase activity"	1	3.569373909615046	0.008095779819934054	0.87778737830149	0.48890744	null
"GO:0106408"	"diadenylate cyclase activity"	1	3.715334683792313	0.011330599365132832	0.8726293412077643	0.53056058	null
"GO:0106430"	"dihydroorotate dehydrogenase (quinone) activity"	1	3.8370831508231857	0.01499760127871849	0.8858037147411386	0.5543362	null
"GO:0008177"	"succinate dehydrogenase (quinone) activity"	1	4.2090590341287974	0.035321086289073295	0.8797992101549776	0.89585251	106430
"GO:0140078"	"class I DNA-(apurinic or apyrimidinic site) endonuclease activity"	1	4.388740444524611	0.05342254275893393	0.8383292151274707	0.56871921	null
"GO:0004300"	"enoyl-CoA hydratase activity"	1	4.520352504083318	0.0723337954847114	0.8915395506133933	0.72476021	140078
"GO:0008840"	"4-hydroxy-tetrahydrodipicolinate synthase activity"	1	4.43713196609433	0.0597197454498236	0.892872526535943	0.7132406	140078
"GO:0016830"	"carbon-carbon lyase activity"	1	5.672331574832283	1.0264374903973117	0.8787426638263649	0.72264762	140078
"GO:0016835"	"carbon-oxygen lyase activity"	1	5.769445271598116	1.2836492990253	0.8765645801985664	0.71830193	140078
"GO:0016836"	"hydro-lyase activity"	1	5.648856481910169	0.9724277907843571	0.8711462741357027	0.70670892	140078
"GO:0140282"	"carbon-nitrogen ligase activity on lipid II"	2	3.630427875025024	0.009318113791129274	0.8919431554946667	0.43901799	null
"GO:0140359"	"ABC-type transporter activity"	5	5.621161735783243	0.9123522588393462	0.928324696395284	0.64295735	null
"GO:0140663"	"ATP-dependent FeS chaperone activity"	1	4.230039981157942	0.03706946041572932	0.979354430597874	0.45760066	null
"GO:0005344"	"oxygen carrier activity"	1	4.349898891403912	0.04885188680235753	0.975520191637104	0.73688964	140663
"GO:0141093"	"5-amino-6-(D-ribitylamino)uracil--L-tyrosine 4-hydroxyphenyl transferase activity"	1	3.0989896394011773	0.0027393377390178587	0.886678556392799	0.46226468	null
"GO:0141152"	"glycerol-3-phosphate dehydrogenase (NAD+) activity"	1	3.702171950857711	0.01099227478381987	0.8839347874244552	0.58362489	null
"GO:0141153"	"glycerol-3-phosphate dehydrogenase (NADP+) activity"	1	3.8387861449465945	0.015056535238043976	0.8817901201941692	0.59789655	null
"GO:0160107"	"tRNA (adenine(58)-N1)-methyltransferase activity"	1	3.809761665107125	0.014083033539556353	0.8193946405919044	0.54115415	null
"GO:0160148"	"tRNA pseudouridine(55) synthase activity"	1	3.9589459324939362	0.019856378814219488	0.8652804754047285	0.61807124	null
"GO:0120159"	"rRNA pseudouridine synthase activity"	1	4.425093833965443	0.058087056502584264	0.8658582124967039	0.77074503	160148
"GO:0160147"	"tRNA pseudouridine(38-40) synthase activity"	1	4.020609853377705	0.022886020871396212	0.8641416738069315	0.90361173	160148
"GO:0170057"	"RNA ligase (GTP) activity"	1	3.7288405683399715	0.011688568599554288	0.8639583118824465	0.44566734	null
"GO:0003911"	"DNA ligase (NAD+) activity"	1	4.01573687447745	0.02263064038098578	0.8597790541216257	0.79514626	170057
"GO:0003972"	"RNA ligase (ATP) activity"	1	3.750354088762708	0.012282273671277683	0.8635713222909956	0.95165893	170057
"GO:1904680"	"peptide transmembrane transporter activity"	1	4.83285365675278	0.1485419531102648	0.9628447729170383	0.33607371	null
"GO:1990610"	"acetolactate synthase regulator activity"	1	4.020899672862536	0.022901300046036153	0.9947521349042306	0.47699551	null
