WP_037695943.1	Streptomyces
WP_037695975.1	Streptomyces
WP_037695994.1	Streptomyces
WP_037696007.1	Streptomyces
WP_037696010.1	Streptomyces
WP_037696011.1	Streptomyces
WP_037696016.1	Streptomyces
WP_037696035.1	Streptomyces
WP_037696038.1	Streptomyces
WP_037696042.1	Streptomyces
WP_037696045.1	Streptomyces
WP_037696047.1	Streptomyces
WP_037696051.1	Streptomyces
WP_037696055.1	Streptomyces
WP_037696112.1	Streptomyces
WP_037696179.1	Streptomyces
WP_037696183.1	Streptomyces
WP_037696209.1	Streptomyces
WP_037696211.1	Streptomyces
WP_037696213.1	Streptomyces
WP_037696256.1	Streptomyces
WP_037696262.1	Streptomyces
WP_037696276.1	Streptomyces
WP_037696279.1	Streptomyces
WP_037696290.1	Streptomyces
WP_037696300.1	Streptomyces
WP_037696306.1	Streptomyces
WP_037696358.1	Streptomyces
WP_037696402.1	Streptomyces
WP_037696452.1	Streptomyces
WP_037696611.1	Streptomyces
WP_037697129.1	Streptomyces
WP_037697198.1	Streptomyces
WP_037697213.1	Streptomyces
WP_037697218.1	Streptomyces
WP_037697307.1	Streptomyces
WP_037697506.1	Streptomyces
WP_037697537.1	Streptomyces
WP_037697730.1	Streptomyces
WP_037697739.1	Streptomyces
WP_037697755.1	Streptomyces
WP_037698046.1	Streptomyces
WP_037698049.1	Streptomyces
WP_037698076.1	Streptomyces
WP_037698130.1	Streptomyces
WP_037698132.1	Streptomyces
WP_037698142.1	Streptomyces
WP_037698161.1	Streptomyces
WP_037698163.1	Streptomyces
WP_037698195.1	Streptomyces
WP_037698275.1	Streptomyces
WP_037698295.1	Streptomyces
WP_037698332.1	Streptomyces
WP_037698336.1	Streptomyces
WP_037698351.1	Streptomyces
WP_037698362.1	Streptomyces
WP_037698373.1	Streptomyces
WP_037698380.1	Streptomyces
WP_037698395.1	Streptomyces
WP_037698431.1	Streptomyces
WP_037698438.1	Streptomyces
WP_037698453.1	Streptomyces
WP_037698514.1	Streptomyces
WP_037698525.1	Streptomyces
WP_037698539.1	Streptomyces
WP_037698582.1	Streptomyces
WP_037698587.1	Streptomyces
WP_037698589.1	Streptomyces
WP_037698665.1	Streptomyces
WP_037698673.1	Streptomyces
WP_037698699.1	Streptomyces
WP_037698708.1	Streptomyces
WP_037698751.1	Streptomyces
WP_037698761.1	Streptomyces
WP_037698833.1	Streptomyces
WP_037698837.1	Streptomyces
WP_037698840.1	Streptomyces
WP_037698855.1	Streptomyces
WP_037698859.1	Streptomyces
WP_037698864.1	Streptomyces
WP_037698938.1	Streptomyces
WP_037699163.1	Streptomyces
WP_037699253.1	Streptomyces
WP_037699363.1	Streptomyces
WP_037699521.1	Streptomyces
WP_037699704.1	Streptomyces
WP_037699712.1	Streptomyces
WP_037699736.1	Streptomyces
WP_037699756.1	Streptomyces
WP_037699777.1	Streptomyces
WP_037699781.1	Streptomyces
WP_037699793.1	Streptomyces
WP_037699828.1	Streptomyces
WP_037699871.1	Streptomyces
WP_037699873.1	Streptomyces
WP_037699957.1	Streptomyces
WP_037699972.1	Streptomyces
WP_037699991.1	Streptomyces
WP_037700018.1	Streptomyces
WP_037700023.1	Streptomyces
WP_037700036.1	Streptomyces
WP_037700045.1	Streptomyces
WP_037700047.1	Streptomyces
WP_037700379.1	Streptomyces
WP_037700422.1	Streptomyces
WP_037700436.1	Streptomyces
WP_037700439.1	Streptomyces
WP_037700441.1	Streptomyces
WP_037700447.1	Streptomyces
WP_037700449.1	Streptomyces
WP_037700453.1	Streptomyces
WP_037700481.1	Streptomyces
WP_037700488.1	Streptomyces
WP_037700516.1	Streptomyces
WP_037700533.1	Streptomyces
WP_037700545.1	Streptomyces
WP_037700548.1	Streptomyces
WP_037700578.1	Streptomyces
WP_037700587.1	Streptomyces
WP_037700589.1	Streptomyces
WP_037700604.1	Streptomyces
WP_037700629.1	Streptomyces
WP_037700647.1	Streptomyces
WP_037700704.1	Streptomyces
WP_037700713.1	Streptomyces
WP_037700766.1	Streptomyces
WP_037700772.1	Streptomyces
WP_037700780.1	Streptomyces
WP_037700783.1	Streptomyces
WP_037700786.1	Streptomyces
WP_037700789.1	Streptomyces
WP_037700801.1	Streptomyces
WP_037700807.1	Streptomyces
WP_037700813.1	Streptomyces
WP_037700816.1	Streptomyces
WP_037700861.1	Streptomyces
WP_037700873.1	Streptomyces
WP_037700890.1	Streptomyces
WP_037700899.1	Streptomyces
WP_037700901.1	Streptomyces
WP_037700909.1	Streptomyces
WP_037700951.1	Streptomyces
WP_037700973.1	Streptomyces
WP_037700991.1	Streptomyces
WP_037700999.1	Streptomyces
WP_037701019.1	Streptomyces
WP_037701048.1	Streptomyces
WP_037701061.1	Streptomyces
WP_037701069.1	Streptomyces
WP_037701140.1	Streptomyces
WP_037701210.1	Streptomyces
WP_037701230.1	Streptomyces
WP_037701295.1	Streptomyces
WP_037701314.1	Streptomyces
WP_037701316.1	Streptomyces
WP_037701318.1	Streptomyces
WP_037701367.1	Streptomyces
WP_037701371.1	Streptomyces
WP_037701381.1	Streptomyces
WP_037701392.1	Streptomyces
WP_037701396.1	Streptomyces
WP_037701398.1	Streptomyces
WP_037701407.1	Streptomyces
WP_037701415.1	Streptomyces
WP_037701424.1	Streptomyces
WP_037701455.1	Streptomyces
WP_037701499.1	Streptomyces
WP_037701501.1	Streptomyces
WP_037701512.1	Streptomyces
WP_037701515.1	Streptomyces
WP_037701517.1	Streptomyces
WP_037701541.1	Streptomyces
WP_037701562.1	Streptomyces
WP_037701570.1	Streptomyces
WP_037701584.1	Streptomyces
WP_037701606.1	Streptomyces
WP_037701613.1	Streptomyces
WP_037701619.1	Streptomyces
WP_037701636.1	Streptomyces
WP_037701646.1	Streptomyces
WP_037701681.1	Streptomyces
WP_037701690.1	Streptomyces
WP_037701696.1	Streptomyces
WP_037701701.1	Streptomyces
WP_037701726.1	Streptomyces
WP_037701766.1	Streptomyces
WP_037701807.1	Streptomyces
WP_037701818.1	Streptomyces
WP_037701829.1	Streptomyces
WP_037701854.1	Streptomyces
WP_037701879.1	Streptomyces
WP_037701886.1	Streptomyces
WP_037701928.1	Streptomyces
WP_037701931.1	Streptomyces
WP_037701948.1	Streptomyces
WP_037701959.1	Streptomyces
WP_037701995.1	Streptomyces
WP_037702021.1	Streptomyces
WP_037702072.1	Streptomyces
WP_037702115.1	Streptomyces
WP_037702124.1	Streptomyces
WP_037702148.1	Streptomyces
WP_037702151.1	Streptomyces
WP_037702178.1	Streptomyces
WP_037702198.1	Streptomyces
WP_037702223.1	Streptomyces
WP_037702236.1	Streptomyces
WP_037702246.1	Streptomyces
WP_037702285.1	Streptomyces
WP_037702294.1	Streptomyces
WP_037702309.1	Streptomyces
WP_037702337.1	Streptomyces
WP_037702414.1	Streptomyces
WP_037702418.1	Streptomyces
WP_037702429.1	Streptomyces
WP_037702435.1	Streptomyces
WP_037702449.1	Streptomyces
WP_037702462.1	Streptomyces
WP_037702465.1	Streptomyces
WP_037702498.1	Streptomyces
WP_037702557.1	Streptomyces
WP_037702568.1	Streptomyces
WP_037702570.1	Streptomyces
WP_037702584.1	Streptomyces
WP_037702588.1	Streptomyces
WP_037702595.1	Streptomyces
WP_037702641.1	Streptomyces
WP_037702679.1	Streptomyces
WP_037702683.1	Streptomyces
WP_037702692.1	Streptomyces
WP_037702704.1	Streptomyces
WP_037702706.1	Streptomyces
WP_037702731.1	Streptomyces
WP_037702742.1	Streptomyces
WP_037702743.1	Streptomyces
WP_037702760.1	Streptomyces
WP_037702762.1	Streptomyces
WP_037702846.1	Streptomyces
WP_037702867.1	Streptomyces
WP_037702868.1	Streptomyces
WP_037702881.1	Streptomyces europaeiscabiei
WP_037702885.1	Streptomyces
WP_037702922.1	Streptomyces
WP_037703033.1	Streptomyces
WP_037703034.1	Streptomyces
WP_037703041.1	Streptomyces
WP_037703042.1	Streptomyces
WP_037703049.1	Streptomyces
WP_037703051.1	Streptomyces
WP_037703078.1	Streptomyces
WP_037703087.1	Streptomyces
WP_037703159.1	Streptomyces
WP_037703166.1	Streptomyces
WP_037703180.1	Streptomyces
WP_037703190.1	Streptomyces
WP_037703205.1	Streptomyces
WP_037703249.1	Streptomyces
WP_037703260.1	Streptomyces
WP_037703262.1	Streptomyces
WP_037703277.1	Streptomyces
WP_037703282.1	Streptomyces
WP_037703320.1	Streptomyces
WP_037703364.1	Streptomyces
WP_037703368.1	Streptomyces
WP_037703393.1	Streptomyces
WP_037703399.1	Streptomyces
WP_037703409.1	Streptomyces
WP_037703437.1	Streptomyces
WP_037703441.1	Streptomyces
WP_037703448.1	Streptomyces
WP_037703453.1	Streptomyces
WP_037703475.1	Streptomyces
WP_037703537.1	Streptomyces
WP_037703543.1	Streptomyces
WP_037703545.1	Streptomyces
WP_037703553.1	Streptomyces
WP_037703565.1	Streptomyces
WP_037703589.1	Streptomyces
WP_037703590.1	Streptomyces
WP_037703591.1	Streptomyces
WP_037703592.1	Streptomyces
WP_037703604.1	Streptomyces
WP_037703606.1	Streptomyces
WP_037703613.1	Streptomyces
WP_037703615.1	Streptomyces
WP_037703640.1	Streptomyces
WP_037703646.1	Streptomyces
WP_037703650.1	Streptomyces
WP_037703658.1	Streptomyces
WP_037703663.1	Streptomyces
WP_037703685.1	Streptomyces
WP_037703703.1	Streptomyces
WP_037703709.1	Streptomyces
WP_037703783.1	Streptomyces
WP_037703841.1	Streptomyces
WP_037703899.1	Streptomyces
WP_037703906.1	Streptomyces
WP_037703911.1	Streptomyces
WP_037703919.1	Streptomyces
WP_037703958.1	Streptomyces
WP_037703963.1	Streptomyces
WP_037703966.1	Streptomyces
WP_037703970.1	Streptomyces
WP_037703990.1	Streptomyces
WP_037703995.1	Streptomyces
WP_037703997.1	Streptomyces
WP_037704028.1	Streptomyces
WP_037704032.1	Streptomyces
WP_037704048.1	Streptomyces
WP_037704088.1	Streptomyces
WP_037704103.1	Streptomyces
WP_037704108.1	Streptomyces
WP_037704110.1	Streptomyces
WP_037704113.1	Streptomyces
WP_037704125.1	Streptomyces
WP_037704138.1	Streptomyces
WP_037704156.1	Streptomyces
WP_037704171.1	Streptomyces
WP_037704183.1	Streptomyces
WP_037704184.1	Streptomyces
WP_037704206.1	Streptomyces
WP_037704209.1	Streptomyces
WP_037704242.1	Streptomyces
WP_037704243.1	Streptomyces
WP_037704267.1	Streptomyces
WP_037704327.1	Streptomyces
WP_037704350.1	Streptomyces
WP_037704355.1	Streptomyces
WP_037704427.1	Streptomyces
WP_037704440.1	Streptomyces
WP_037704450.1	Streptomyces
WP_037704452.1	Streptomyces
WP_037704456.1	Streptomyces
WP_037704462.1	Streptomyces
WP_037704470.1	Streptomyces
WP_037704474.1	Streptomyces
WP_037704475.1	Streptomyces
WP_037704489.1	Streptomyces
WP_037704497.1	Streptomyces
WP_037704509.1	Streptomyces
WP_037704534.1	Streptomyces
WP_037704558.1	Streptomyces
WP_037704614.1	Streptomyces
WP_037704623.1	Streptomyces
WP_037704631.1	Streptomyces
WP_037704661.1	Streptomyces
WP_037704710.1	Streptomyces
WP_037704781.1	Streptomyces
WP_037704786.1	Streptomyces
WP_037704815.1	Streptomyces
WP_037704818.1	Streptomyces
WP_037704819.1	Streptomyces
WP_037704843.1	Streptomyces
WP_037704846.1	Streptomyces
WP_037704851.1	Streptomyces
WP_037704852.1	Streptomyces
WP_037704908.1	Streptomyces
WP_037704909.1	Streptomyces
WP_037704916.1	Streptomyces
WP_037704922.1	Streptomyces
WP_037704926.1	Streptomyces
WP_037704928.1	Streptomyces
WP_037704931.1	Streptomyces
WP_037704938.1	Streptomyces
WP_037704940.1	Streptomyces
WP_037704943.1	Streptomyces
WP_037704953.1	Streptomyces
WP_037704957.1	Streptomyces
WP_037704958.1	Streptomyces
WP_037704968.1	Streptomyces
WP_037704979.1	Streptomyces
WP_037704980.1	Streptomyces
WP_037704985.1	Streptomyces
WP_037705023.1	Streptomyces
WP_037705035.1	Streptomyces
WP_037705036.1	Streptomyces
WP_037705062.1	Streptomyces
WP_037705135.1	Streptomyces
WP_037705137.1	Streptomyces
WP_037705140.1	Streptomyces
WP_037705141.1	Streptomyces
WP_037705147.1	Streptomyces
WP_037705205.1	Streptomyces
WP_037705245.1	Streptomyces europaeiscabiei
WP_037705285.1	Streptomyces
WP_037705288.1	Streptomyces
WP_037705294.1	Streptomyces
WP_037705340.1	Streptomyces
WP_037705358.1	Streptomyces
WP_037705370.1	Streptomyces
WP_037705377.1	Streptomyces
WP_037705384.1	Streptomyces
WP_037705386.1	Streptomyces
WP_037705391.1	Streptomyces
WP_037705428.1	Streptomyces
WP_037705436.1	Streptomyces
WP_037705442.1	Streptomyces
WP_037705450.1	Streptomyces
WP_037705510.1	Streptomyces
WP_037705518.1	Streptomyces
WP_037705523.1	Streptomyces
WP_037705541.1	Streptomyces
